Response_ID,Submitted_DateTime,WO_No,Machine_ID,Cell_ID,Checklist_ID,Item_No,Check_Point,Result,Measured_Value,Observation,Photo_Link,Action_Taken,Tech_ID,Follow_Up_Required,Follow_Up_WO
CR-90963,2026-08-09T13:02:00,WO-1046,MC-06-024,CELL-06,CL-TEST,3,Reference standard verification,OK,45.5,Within standard,,No action,TECH-05,No,
CR-90964,2026-08-09T13:02:00,WO-1046,MC-06-024,CELL-06,CL-TEST,4,Earthing of test bench,OK,52.5,Within standard,,No action,TECH-05,No,
CR-90965,2026-08-09T13:02:00,WO-1046,MC-06-024,CELL-06,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-05,No,
CR-90966,2026-08-08T07:49:00,WO-1047,MC-05-017,CELL-05,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-05,No,
CR-90967,2026-08-08T07:49:00,WO-1047,MC-05-017,CELL-05,CL-OVEN,2,Steam trap operation,OK,,Within standard,,No action,TECH-05,No,
CR-90968,2026-08-08T07:49:00,WO-1047,MC-05-017,CELL-05,CL-OVEN,3,Temperature sensor calibration,OK,34.8,Within standard,,No action,TECH-05,No,
CR-90969,2026-08-08T07:49:00,WO-1047,MC-05-017,CELL-05,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-05,No,
CR-90970,2026-08-08T07:49:00,WO-1047,MC-05-017,CELL-05,CL-OVEN,5,Insulation surface temperature,OK,9.8,Within standard,,No action,TECH-05,No,
CR-90971,2026-08-08T07:49:00,WO-1047,MC-05-017,CELL-05,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-05,No,
CR-90972,2026-08-08T10:04:00,WO-1047,MC-05-018,CELL-05,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-03,No,
CR-90973,2026-08-08T10:04:00,WO-1047,MC-05-018,CELL-05,CL-OVEN,2,Steam trap operation,OK,,Within standard,,No action,TECH-03,No,
CR-90974,2026-08-08T10:04:00,WO-1047,MC-05-018,CELL-05,CL-OVEN,3,Temperature sensor calibration,OK,41.1,Within standard,,No action,TECH-03,No,
CR-90975,2026-08-08T10:04:00,WO-1047,MC-05-018,CELL-05,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-03,No,
CR-90976,2026-08-08T10:04:00,WO-1047,MC-05-018,CELL-05,CL-OVEN,5,Insulation surface temperature,OK,43.3,Within standard,,No action,TECH-03,No,
CR-90977,2026-08-08T10:04:00,WO-1047,MC-05-018,CELL-05,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-03,No,
CR-90978,2026-08-21T09:09:00,WO-1048,MC-02-005,CELL-02,CL-WELD,1,Electrode tip dressing condition,OK,,Within standard,,No action,TECH-01,No,
CR-90979,2026-08-21T09:09:00,WO-1048,MC-02-005,CELL-02,CL-WELD,2,Weld current calibration,OK,2.3,Within standard,,No action,TECH-01,No,
CR-90980,2026-08-21T09:09:00,WO-1048,MC-02-005,CELL-02,CL-WELD,3,Cooling water flow rate,OK,16,Within standard,,No action,TECH-01,No,
CR-90981,2026-08-21T09:09:00,WO-1048,MC-02-005,CELL-02,CL-WELD,4,Transformer terminal tightness,OK,,Within standard,,No action,TECH-01,No,
CR-90982,2026-08-21T09:09:00,WO-1048,MC-02-005,CELL-02,CL-WELD,5,Pneumatic cylinder leak check,OK,,Within standard,,No action,TECH-01,No,
CR-90983,2026-08-21T09:09:00,WO-1048,MC-02-005,CELL-02,CL-WELD,6,Earth continuity,NOT OK,1.2,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-005_6.jpg,Adjusted and re-verified,TECH-01,No,
CR-90984,2026-08-28T08:26:00,WO-1051,MC-06-021,CELL-06,CL-GEN,1,General cleanliness and 5S,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-021_1.jpg,Adjusted and re-verified,TECH-06,No,
CR-90985,2026-08-28T08:26:00,WO-1051,MC-06-021,CELL-06,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-06,No,
CR-90986,2026-08-28T08:26:00,WO-1051,MC-06-021,CELL-06,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-06,No,
CR-90987,2026-08-28T08:26:00,WO-1051,MC-06-021,CELL-06,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-06,No,
CR-90988,2026-08-28T08:26:00,WO-1051,MC-06-021,CELL-06,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-06,No,
CR-90989,2026-08-28T08:26:00,WO-1051,MC-06-021,CELL-06,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-06,No,
CR-90990,2026-08-28T09:59:00,WO-1051,MC-06-022,CELL-06,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-02,No,
CR-90991,2026-08-28T09:59:00,WO-1051,MC-06-022,CELL-06,CL-PRESS,2,Clutch & brake air pressure,OK,43.9,Within standard,,No action,TECH-02,No,
CR-90992,2026-08-28T09:59:00,WO-1051,MC-06-022,CELL-06,CL-PRESS,3,Die clamping bolt torque,OK,14.1,Within standard,,No action,TECH-02,No,
CR-90993,2026-08-28T09:59:00,WO-1051,MC-06-022,CELL-06,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-02,No,
CR-90994,2026-08-28T09:59:00,WO-1051,MC-06-022,CELL-06,CL-PRESS,5,Flywheel bearing temperature,OK,1.2,Within standard,,No action,TECH-02,No,
CR-90995,2026-08-28T09:59:00,WO-1051,MC-06-022,CELL-06,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-02,No,
CR-90996,2026-08-28T09:59:00,WO-1051,MC-06-022,CELL-06,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-02,No,
CR-90997,2026-08-28T09:59:00,WO-1051,MC-06-022,CELL-06,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-02,No,
